,Action,"Action,Adventure","Action,Adventure,Animation","Action,Adventure,Animation,Children's,Fantasy","Action,Adventure,Animation,Horror,Sci-Fi","Action,Adventure,Children's,Comedy","Action,Adventure,Children's,Fantasy","Action,Adventure,Children's,Sci-Fi","Action,Adventure,Comedy","Action,Adventure,Comedy,Crime","Action,Adventure,Comedy,Horror","Action,Adventure,Comedy,Horror,Sci-Fi","Action,Adventure,Comedy,Romance","Action,Adventure,Comedy,Sci-Fi","Action,Adventure,Comedy,War","Action,Adventure,Crime","Action,Adventure,Crime,Drama","Action,Adventure,Crime,Thriller","Action,Adventure,Drama","Action,Adventure,Drama,Romance","Action,Adventure,Drama,Sci-Fi,War","Action,Adventure,Drama,Thriller","Action,Adventure,Fantasy","Action,Adventure,Fantasy,Sci-Fi","Action,Adventure,Horror","Action,Adventure,Horror,Thriller","Action,Adventure,Mystery","Action,Adventure,Mystery,Sci-Fi","Action,Adventure,Romance","Action,Adventure,Romance,Sci-Fi,War","Action,Adventure,Romance,Thriller","Action,Adventure,Romance,War","Action,Adventure,Sci-Fi","Action,Adventure,Sci-Fi,Thriller","Action,Adventure,Sci-Fi,Thriller,War","Action,Adventure,Sci-Fi,War","Action,Adventure,Thriller","Action,Adventure,War","Action,Adventure,Western","Action,Animation,Children's,Sci-Fi,Thriller,War","Action,Children's,Fantasy","Action,Comedy","Action,Comedy,Crime","Action,Comedy,Crime,Drama","Action,Comedy,Crime,Horror,Thriller","Action,Comedy,Drama","Action,Comedy,Fantasy","Action,Comedy,Musical","Action,Comedy,Musical,Sci-Fi","Action,Comedy,Romance,Thriller","Action,Comedy,Sci-Fi,Thriller","Action,Comedy,Sci-Fi,War","Action,Comedy,War","Action,Comedy,Western","Action,Crime","Action,Crime,Drama","Action,Crime,Drama,Thriller","Action,Crime,Mystery","Action,Crime,Mystery,Thriller","Action,Crime,Romance","Action,Crime,Sci-Fi","Action,Crime,Thriller","Action,Drama","Action,Drama,Fantasy,Romance","Action,Drama,Mystery","Action,Drama,Mystery,Romance,Thriller","Action,Drama,Romance","Action,Drama,Romance,Thriller","Action,Drama,Sci-Fi,Thriller","Action,Drama,Thriller","Action,Drama,Thriller,War","Action,Drama,War","Action,Drama,Western","Action,Horror","Action,Horror,Sci-Fi","Action,Horror,Sci-Fi,Thriller","Action,Horror,Thriller","Action,Mystery,Romance,Thriller","Action,Mystery,Sci-Fi,Thriller","Action,Mystery,Thriller","Action,Romance","Action,Romance,Sci-Fi","Action,Romance,Thriller","Action,Romance,War","Action,Sci-Fi","Action,Sci-Fi,Thriller","Action,Sci-Fi,Thriller,War","Action,Sci-Fi,Thriller,Western","Action,Sci-Fi,War","Action,Sci-Fi,Western","Action,Thriller","Action,Thriller,War","Action,War","Action,Western",Adventure,"Adventure,Animation,Children's","Adventure,Animation,Children's,Comedy,Fantasy","Adventure,Animation,Children's,Comedy,Musical","Adventure,Animation,Children's,Fantasy","Adventure,Animation,Children's,Musical","Adventure,Animation,Children's,Sci-Fi","Adventure,Animation,Film-Noir","Adventure,Animation,Sci-Fi","Adventure,Animation,Sci-Fi,Thriller","Adventure,Children's","Adventure,Children's,Comedy","Adventure,Children's,Comedy,Fantasy","Adventure,Children's,Comedy,Fantasy,Romance","Adventure,Children's,Comedy,Fantasy,Sci-Fi","Adventure,Children's,Comedy,Musical","Adventure,Children's,Drama","Adventure,Children's,Drama,Musical","Adventure,Children's,Drama,Romance","Adventure,Children's,Fantasy","Adventure,Children's,Fantasy,Sci-Fi","Adventure,Children's,Musical","Adventure,Children's,Romance","Adventure,Children's,Sci-Fi","Adventure,Comedy","Adventure,Comedy,Drama","Adventure,Comedy,Musical","Adventure,Comedy,Romance","Adventure,Comedy,Sci-Fi","Adventure,Crime,Sci-Fi,Thriller","Adventure,Drama","Adventure,Drama,Romance","Adventure,Drama,Romance,Sci-Fi","Adventure,Drama,Thriller","Adventure,Drama,Western","Adventure,Fantasy","Adventure,Fantasy,Romance","Adventure,Fantasy,Sci-Fi","Adventure,Musical","Adventure,Musical,Romance","Adventure,Romance","Adventure,Romance,Sci-Fi","Adventure,Sci-Fi","Adventure,Sci-Fi,Thriller","Adventure,Thriller","Adventure,War","Adventure,Western",Animation,"Animation,Children's","Animation,Children's,Comedy","Animation,Children's,Comedy,Musical","Animation,Children's,Comedy,Musical,Romance","Animation,Children's,Comedy,Romance","Animation,Children's,Drama,Fantasy","Animation,Children's,Fantasy,Musical","Animation,Children's,Fantasy,War","Animation,Children's,Musical","Animation,Children's,Musical,Romance","Animation,Comedy","Animation,Comedy,Thriller","Animation,Musical","Animation,Mystery","Animation,Sci-Fi",Children's,"Children's,Comedy","Children's,Comedy,Drama","Children's,Comedy,Fantasy","Children's,Comedy,Musical","Children's,Comedy,Mystery","Children's,Comedy,Sci-Fi","Children's,Comedy,Western","Children's,Drama","Children's,Drama,Fantasy","Children's,Drama,Fantasy,Sci-Fi","Children's,Fantasy","Children's,Fantasy,Musical","Children's,Fantasy,Sci-Fi","Children's,Horror","Children's,Musical","Children's,Sci-Fi",Comedy,"Comedy,Crime","Comedy,Crime,Drama","Comedy,Crime,Drama,Mystery","Comedy,Crime,Fantasy","Comedy,Crime,Horror","Comedy,Crime,Mystery,Thriller","Comedy,Crime,Thriller","Comedy,Documentary","Comedy,Drama","Comedy,Drama,Musical","Comedy,Drama,Romance","Comedy,Drama,Sci-Fi","Comedy,Drama,Thriller","Comedy,Drama,War","Comedy,Drama,Western","Comedy,Fantasy","Comedy,Fantasy,Romance","Comedy,Fantasy,Romance,Sci-Fi","Comedy,Horror","Comedy,Horror,Musical","Comedy,Horror,Musical,Sci-Fi","Comedy,Horror,Sci-Fi","Comedy,Horror,Thriller","Comedy,Musical","Comedy,Musical,Romance","Comedy,Mystery","Comedy,Mystery,Romance","Comedy,Mystery,Romance,Thriller","Comedy,Mystery,Thriller","Comedy,Romance","Comedy,Romance,Sci-Fi","Comedy,Romance,Thriller","Comedy,Romance,War","Comedy,Sci-Fi","Comedy,Sci-Fi,Western","Comedy,Thriller","Comedy,War","Comedy,Western",Crime,"Crime,Drama","Crime,Drama,Film-Noir","Crime,Drama,Film-Noir,Thriller","Crime,Drama,Mystery","Crime,Drama,Mystery,Thriller","Crime,Drama,Romance","Crime,Drama,Romance,Thriller","Crime,Drama,Sci-Fi","Crime,Drama,Thriller","Crime,Film-Noir","Crime,Film-Noir,Mystery","Crime,Film-Noir,Mystery,Thriller","Crime,Film-Noir,Thriller","Crime,Horror","Crime,Horror,Mystery,Thriller","Crime,Horror,Thriller","Crime,Mystery","Crime,Thriller",Documentary,"Documentary,Drama","Documentary,Musical","Documentary,War",Drama,"Drama,Fantasy","Drama,Fantasy,Romance,Thriller","Drama,Film-Noir","Drama,Film-Noir,Thriller","Drama,Horror","Drama,Horror,Thriller","Drama,Musical","Drama,Musical,War","Drama,Mystery","Drama,Mystery,Romance","Drama,Mystery,Sci-Fi,Thriller","Drama,Mystery,Thriller","Drama,Romance","Drama,Romance,Sci-Fi","Drama,Romance,Thriller","Drama,Romance,War","Drama,Romance,War,Western","Drama,Romance,Western","Drama,Sci-Fi","Drama,Sci-Fi,Thriller","Drama,Thriller","Drama,Thriller,War","Drama,War","Drama,Western","Fantasy,Sci-Fi",Film-Noir,"Film-Noir,Mystery","Film-Noir,Mystery,Thriller","Film-Noir,Romance,Thriller","Film-Noir,Sci-Fi","Film-Noir,Sci-Fi,Thriller","Film-Noir,Thriller",Horror,"Horror,Mystery","Horror,Mystery,Thriller","Horror,Romance","Horror,Sci-Fi","Horror,Sci-Fi,Thriller","Horror,Thriller",Musical,"Musical,Romance","Musical,Romance,War","Musical,War",Mystery,"Mystery,Romance,Thriller","Mystery,Sci-Fi","Mystery,Sci-Fi,Thriller","Mystery,Thriller",Romance,"Romance,Thriller","Romance,War","Romance,Western",Sci-Fi,"Sci-Fi,Thriller","Sci-Fi,Thriller,War","Sci-Fi,War",Thriller,War,Western,index
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
